,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
177,231866,Rodri,22,Spain,82,87,Atlético Madrid,29000.0,59.0,Right,1.0,4.0,CM,2018,2023-01-01,190.5,82.174,61600.0
178,230658,Arthur,21,Brazil,82,90,FC Barcelona,32500.0,125.0,Right,1.0,4.0,LCM,2018,2024-01-01,170.18,73.09400000000001,73100.0
179,230621,G. Donnarumma,19,Italy,82,93,Milan,29000.0,23.0,Right,3.0,1.0,GK,2015,2021-01-01,195.58,89.892,55100.0
180,230258,Rosberto Dourado,30,Brazil,82,82,Atlético Mineiro,16500.0,46.0,Right,1.0,2.0,RCM,2018,2018-01-01,175.26,69.916,31400.0
181,230225,Juiano Mestres,34,Brazil,82,82,Cruzeiro,6500.0,39.0,Right,1.0,2.0,RCB,2018,2021-01-01,180.34,82.174,12400.0
182,230168,Raphaelito Anjos,30,Brazil,82,82,Grêmio,14000.0,32.0,Right,1.0,1.0,GK,2018,2021-01-01,190.5,84.898,25200.0
183,227055,Gelson Martins,23,Portugal,82,87,Atlético Madrid,29500.0,59.0,Right,3.0,5.0,RM,2018,2023-01-01,172.72,72.186,62700.0
184,224411,Gonçalo Guedes,21,Portugal,82,86,Valencia CF,29000.0,36.0,Right,1.0,4.0,LM,2018,2024-01-01,177.79999999999998,68.10000000000001,63100.0
185,222737,Malcom,21,Brazil,82,89,FC Barcelona,31500.0,140.0,Left,2.0,4.0,RW,2018,2023-01-01,172.72,74.002,70900.0
186,221087,Pau López,23,Spain,82,87,Real Betis,21500.0,21.0,Left,1.0,1.0,GK,2018,2023-01-01,187.96,77.18,46800.0
187,220814,L. Hernández,22,France,82,88,Atlético Madrid,25500.0,53.0,Left,1.0,3.0,LB,2015,2024-01-01,182.88,76.272,57400.0
188,220440,C. Lenglet,23,France,82,88,FC Barcelona,26000.0,135.0,Left,1.0,2.0,LCB,2018,2023-01-01,185.42,81.266,58500.0
189,216267,A. Robertson,24,Scotland,82,87,Liverpool,24500.0,98.0,Left,1.0,3.0,LB,2017,2021-01-01,177.79999999999998,64.014,48400.0
190,216194,Dani García,28,Spain,82,83,Athletic Club de Bilbao,20000.0,33.0,Right,2.0,3.0,RCM,2018,2022-01-01,180.34,79.904,43500.0
191,212404,F. Bernardeschi,24,Italy,82,87,Juventus,29500.0,110.0,Left,2.0,5.0,RM,2017,2022-01-01,185.42,77.18,50900.0
192,212194,J. Brandt,22,Germany,82,88,Bayer 04 Leverkusen,30500.0,68.0,Right,2.0,4.0,LM,2014,2021-01-01,185.42,83.99000000000001,58000.0
193,211320,D. Rugani,23,Italy,82,86,Juventus,24500.0,95.0,Right,2.0,2.0,CB,2015,2021-01-01,190.5,83.99000000000001,42300.0
194,210617,Samu Castillejo,23,Spain,82,86,Milan,29000.0,94.0,Left,2.0,4.0,RM,2018,2023-01-01,182.88,67.19200000000001,51500.0
195,210514,João Cancelo,24,Portugal,82,88,Juventus,25500.0,95.0,Right,2.0,4.0,RB,2018,2023-01-01,182.88,74.002,47200.0
196,210413,A. Romagnoli,23,Italy,82,89,Milan,26500.0,84.0,Left,2.0,2.0,LCB,2015,2022-01-01,187.96,78.08800000000001,50400.0
197,209297,Fred,25,Brazil,82,84,Manchester United,26500.0,140.0,Left,1.0,4.0,CM,2018,2023-01-01,170.18,64.014,51000.0
198,208830,J. Vardy,31,England,82,82,Leicester City,20000.0,96.0,Right,3.0,3.0,ST,2012,2022-01-01,177.79999999999998,74.002,38000.0
199,208596,A. Belotti,24,Italy,82,87,Torino,30000.0,58.0,Right,3.0,3.0,LS,2015,2021-01-01,180.34,72.186,53300.0
200,208448,E. Forsberg,26,Sweden,82,83,RB Leipzig,26000.0,67.0,Right,2.0,4.0,LM,2015,2022-01-01,177.79999999999998,74.002,46200.0
201,207494,J. Lingard,25,England,82,83,Manchester United,26500.0,140.0,Right,2.0,4.0,CAM,2010,2021-01-01,175.26,62.198,51000.0
202,207471,F. Vázquez,29,Argentina,82,82,Sevilla FC,21500.0,27.0,Left,2.0,4.0,LCM,2016,2021-01-01,185.42,82.174,45200.0
203,205452,A. Rüdiger,25,Germany,82,84,Chelsea,22500.0,110.0,Right,2.0,2.0,CB,2017,2022-01-01,190.5,84.898,43300.0
204,203551,A. Florenzi,27,Italy,82,83,Roma,20500.0,73.0,Right,3.0,4.0,RB,2010,2023-01-01,172.72,67.19200000000001,36400.0
205,203263,H. Maguire,25,England,82,85,Leicester City,23500.0,77.0,Right,1.0,2.0,LCB,2017,2023-01-01,193.04,99.88000000000001,46400.0
206,201400,Rafinha,25,Brazil,82,87,FC Barcelona,29500.0,165.0,Left,2.0,4.0,CAM,2013,2020-01-01,175.26,71.278,62700.0
207,201305,Gabriel Paulista,27,Brazil,82,83,Valencia CF,21000.0,44.0,Right,2.0,2.0,LCB,2017,2022-01-01,187.96,78.99600000000001,45700.0
208,201153,Morata,25,Spain,82,85,Chelsea,28500.0,135.0,Right,3.0,3.0,ST,2017,2022-01-01,187.96,84.898,54900.0
209,199987,J. Cillessen,29,Netherlands,82,84,FC Barcelona,18000.0,135.0,Right,3.0,1.0,GK,2016,2021-01-01,185.42,83.08200000000001,38300.0
210,199451,W. Ben Yedder,27,France,82,82,Sevilla FC,23500.0,28.0,Right,2.0,4.0,RS,2016,2021-01-01,170.18,68.10000000000001,49400.0
211,198950,Pablo Sarabia,26,Spain,82,83,Sevilla FC,26000.0,26.0,Left,2.0,4.0,RCM,2016,2020-01-01,175.26,69.916,56600.0
212,198706,Luis Alberto,25,Spain,82,85,Lazio,28500.0,67.0,Right,2.0,4.0,CF,2016,2022-01-01,182.88,74.002,50600.0
213,198164,Jonathan Viera,28,Spain,82,82,Beijing Sinobo Guoan FC,22500.0,31.0,Right,2.0,4.0,LF,2018,2020-01-01,170.18,64.014,49500.0
214,198141,Bartra,27,Spain,82,83,Real Betis,21000.0,32.0,Right,3.0,3.0,CB,2018,2023-01-01,182.88,73.09400000000001,45700.0
215,195093,Willian José,26,Brazil,82,83,Real Sociedad,26500.0,44.0,Right,2.0,4.0,ST,2016,2024-01-01,187.96,93.07000000000001,57600.0
216,193469,Víctor Ruiz,29,Spain,82,83,Villarreal CF,19500.0,43.0,Left,2.0,2.0,LCB,2015,2019-01-01,185.42,78.08800000000001,42400.0
217,193283,T. Delaney,26,Denmark,82,83,Borussia Dortmund,21500.0,61.0,Left,2.0,3.0,LCM,2018,2022-01-01,182.88,78.99600000000001,38200.0
218,192318,M. Götze,26,Germany,82,85,Borussia Dortmund,27000.0,67.0,Right,4.0,4.0,CM,2016,2020-01-01,175.26,74.91,47900.0
219,192227,S. Mustafi,26,Germany,82,84,Arsenal,22500.0,115.0,Right,3.0,2.0,RCB,2016,2021-01-01,182.88,82.174,44400.0
220,191180,J. Pastore,29,Argentina,82,82,Roma,21500.0,84.0,Right,3.0,4.0,CAM,2018,2022-01-01,187.96,78.08800000000001,36600.0
221,189505,Pedro,30,Spain,82,82,Chelsea,21000.0,140.0,Right,3.0,4.0,RW,2015,2020-01-01,170.18,64.922,38900.0
222,189125,G. Bonaventura,28,Italy,82,82,Milan,22000.0,115.0,Right,3.0,4.0,CM,2014,2020-01-01,180.34,74.91,37400.0
223,188803,Taison,30,Brazil,82,82,Shakhtar Donetsk,21000.0,1.0,Right,2.0,4.0,LM,2013,2021-01-01,172.72,64.014,44100.0
224,187936,S. Nzonzi,29,France,82,82,Roma,17000.0,77.0,Right,2.0,2.0,CDM,2018,2022-01-01,195.58,74.91,28900.0
225,186345,K. Trippier,27,England,82,82,Tottenham Hotspur,18500.0,99.0,Right,2.0,3.0,RB,2015,2022-01-01,177.79999999999998,72.186,34200.0
226,184431,S. Giovinco,31,Italy,82,82,Toronto FC,20000.0,15.0,Right,2.0,4.0,CF,2015,2019-01-01,162.56,60.836,30000.0
227,184200,M. Arnautović,29,Austria,82,82,West Ham United,22000.0,120.0,Right,3.0,4.0,LS,2017,2022-01-01,193.04,83.08200000000001,41800.0
228,184144,N. Gaitán,30,Argentina,82,82,Dalian YiFang FC,21000.0,22.0,Left,3.0,4.0,CAM,2018,2021-01-01,172.72,66.284,45200.0
229,183711,J. Henderson,28,England,82,82,Liverpool,18000.0,125.0,Right,2.0,3.0,RCM,2011,2020-01-01,182.88,79.904,34200.0
230,183574,M. Kruse,30,Germany,82,82,SV Werder Bremen,21500.0,45.0,Left,2.0,4.0,ST,2016,2019-01-01,180.34,76.272,36600.0
231,183498,M. Parolo,33,Italy,82,82,Lazio,9000.0,59.0,Right,2.0,3.0,RDM,2014,2020-01-01,182.88,74.91,15300.0
232,183280,A. Rami,32,France,82,82,Olympique de Marseille,12500.0,57.0,Right,3.0,2.0,RCB,2017,2021-01-01,190.5,89.892,23800.0
233,181291,G. Wijnaldum,27,Netherlands,82,82,Liverpool,23000.0,130.0,Right,3.0,4.0,CAM,2016,2021-01-01,175.26,69.008,43700.0
234,179847,F. Fazio,31,Argentina,82,82,Roma,15000.0,73.0,Right,3.0,2.0,LCB,2017,2020-01-01,195.58,84.898,25500.0
235,178509,O. Giroud,31,France,82,82,Chelsea,20000.0,140.0,Left,3.0,3.0,ST,2018,2019-01-01,193.04,92.162,37000.0
236,173521,Marcano,31,Spain,82,82,Roma,15000.0,73.0,Left,3.0,2.0,CB,2018,2021-01-01,187.96,77.18,25500.0
237,171897,A. Guardado,31,Mexico,82,82,Real Betis,19000.0,35.0,Left,3.0,4.0,CM,2017,2020-01-01,170.18,67.19200000000001,39900.0
238,170481,E. Garay,31,Argentina,82,82,Valencia CF,15000.0,44.0,Right,3.0,2.0,RCB,2016,2020-01-01,187.96,89.892,31500.0
239,168530,Jardel,32,Brazil,82,82,SL Benfica,12500.0,17.0,Right,2.0,2.0,LCB,2011,2021-01-01,193.04,87.168,25000.0
240,168435,S. Sirigu,31,Italy,82,82,Torino,13500.0,45.0,Right,3.0,1.0,GK,2017,2022-01-01,193.04,79.904,23000.0
241,168354,E. Viviano,32,Italy,82,82,Sporting CP,12500.0,15.0,Left,2.0,1.0,GK,2018,2020-01-01,195.58,89.892,25000.0
242,165229,L. Koscielny,32,France,82,82,Arsenal,12500.0,115.0,Right,3.0,2.0,CB,2010,2020-01-01,185.42,74.91,23800.0
243,163489,A. Consigli,31,Italy,82,82,Sassuolo,13500.0,52.0,Right,2.0,1.0,GK,2014,2022-01-01,187.96,82.174,23000.0
244,158963,L. Biglia,32,Argentina,82,82,Milan,12500.0,98.0,Right,3.0,3.0,CDM,2017,2020-01-01,177.79999999999998,63.106,21300.0
245,146530,Dani Alves,35,Brazil,82,82,Paris Saint-Germain,4800.0,62.0,Right,4.0,4.0,RB,2017,2019-01-01,172.72,68.10000000000001,8900.0
246,113422,David Villa,36,Spain,82,82,New York City FC,8000.0,12.0,Right,3.0,4.0,ST,2014,2018-01-01,175.26,69.008,12000.0
247,106231,Aduriz,37,Spain,82,82,Athletic Club de Bilbao,8000.0,29.0,Right,3.0,3.0,ST,2012,2019-01-01,182.88,78.08800000000001,16800.0
248,5479,Casillas,37,Spain,82,82,FC Porto,1500.0,10.0,Left,4.0,1.0,GK,2015,2019-01-01,185.42,83.99000000000001,3000.0
249,231677,M. Rashford,20,England,81,89,Manchester United,27000.0,110.0,Right,2.0,4.0,LW,2014,2020-01-01,185.42,69.916,55400.0
250,230271,Laure Santeiro,30,Brazil,81,81,Fluminense,17000.0,40.0,Left,1.0,4.0,CAM,2018,2021-01-01,170.18,63.106,32300.0
251,228702,F. de Jong,21,Netherlands,81,89,Ajax,26000.0,19.0,Right,1.0,4.0,LDM,2015,2022-01-01,180.34,69.916,41600.0
252,227928,Nélson Semedo,24,Portugal,81,86,FC Barcelona,20000.0,125.0,Right,2.0,4.0,RB,2017,2022-01-01,177.79999999999998,67.19200000000001,42500.0
253,226456,Pablo Fornals,22,Spain,81,86,Villarreal CF,24000.0,36.0,Right,1.0,4.0,CAM,2017,2022-01-01,177.79999999999998,67.19200000000001,52200.0
254,226271,Fabián,22,Spain,81,89,Napoli,26000.0,64.0,Left,1.0,4.0,LM,2018,2023-01-01,187.96,69.916,49400.0
255,222509,Dani Ceballos,21,Spain,81,88,Real Madrid,25000.0,120.0,Right,1.0,4.0,LCM,2017,2023-01-01,177.79999999999998,69.916,56300.0
256,221992,H. Lozano,22,Mexico,81,86,PSV,24000.0,22.0,Right,3.0,4.0,LS,2017,2023-01-01,175.26,69.916,35400.0
257,216475,Morales,30,Spain,81,81,Levante UD,17000.0,33.0,Right,1.0,4.0,LS,2011,2021-01-01,180.34,69.916,35700.0
258,216409,M. Politano,24,Italy,81,84,Inter,22500.0,57.0,Left,2.0,4.0,RM,2016,2019-06-30,170.18,67.19200000000001,4585.06080634501
259,216201,Williams,24,Spain,81,87,Athletic Club de Bilbao,24500.0,31.0,Right,2.0,4.0,LW,2012,2025-01-01,185.42,78.99600000000001,56400.0
260,214997,A. Correa,23,Argentina,81,87,Atlético Madrid,24500.0,54.0,Right,1.0,4.0,RM,2014,2024-01-01,170.18,68.10000000000001,55100.0
261,213661,A. Christensen,22,Denmark,81,88,Chelsea,21500.0,91.0,Right,2.0,2.0,LCB,2013,2022-01-01,187.96,81.266,44100.0
262,212814,João Mário,25,Portugal,81,84,Inter,22500.0,71.0,Right,3.0,4.0,CAM,2016,2021-01-01,177.79999999999998,73.09400000000001,39900.0
263,210406,P. Zieliński,24,Poland,81,88,Napoli,24500.0,64.0,Right,3.0,4.0,RCM,2016,2021-01-01,180.34,74.91,46600.0
264,210243,Ricardo Pereira,24,Portugal,81,85,Leicester City,19000.0,64.0,Right,3.0,3.0,RB,2018,2023-01-01,175.26,69.916,37500.0
265,210035,Grimaldo,22,Spain,81,87,SL Benfica,20500.0,14.0,Left,3.0,3.0,LB,2016,2021-01-01,170.18,69.008,45100.0
266,209889,R. Guerreiro,24,Portugal,81,86,Borussia Dortmund,24000.0,54.0,Left,3.0,4.0,LM,2016,2020-01-01,170.18,71.278,42600.0
267,208135,A. Doucouré,25,France,81,85,Watford,19500.0,60.0,Right,2.0,3.0,RDM,2016,2023-01-01,182.88,76.272,38500.0
268,207664,C. Bacca,31,Colombia,81,81,Villarreal CF,16000.0,45.0,Right,3.0,3.0,LS,2018,2022-01-01,180.34,77.18,33600.0
269,206467,A. Plea,25,France,81,83,Borussia Mönchengladbach,22000.0,40.0,Right,2.0,4.0,LW,2018,2023-01-01,180.34,78.99600000000001,39100.0
270,205175,A. Milik,24,Poland,81,88,Napoli,25500.0,71.0,Left,3.0,4.0,CF,2016,2021-01-01,185.42,78.08800000000001,48500.0
271,204923,M. Sabitzer,24,Austria,81,84,RB Leipzig,22500.0,54.0,Right,2.0,3.0,LM,2014,2022-01-01,177.79999999999998,77.18,39900.0
272,204884,B. Mendy,23,France,81,86,Manchester City,20000.0,105.0,Left,2.0,3.0,LB,2017,2022-01-01,185.42,84.898,38500.0
273,204024,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,17000.0,35.0,Right,2.0,3.0,CDM,2016,2021-01-01,190.5,76.272,30200.0
274,202857,K. Bellarabi,28,Germany,81,81,Bayer 04 Leverkusen,18000.0,76.0,Right,3.0,4.0,RM,2011,2021-01-01,182.88,81.266,30600.0
275,202685,S. Zaza,27,Italy,81,82,Torino,21000.0,48.0,Left,2.0,4.0,RS,2016,2019-06-30,185.42,83.99000000000001,4585.06080634501
276,200726,B. Lecomte,27,France,81,84,Montpellier HSC,15000.0,27.0,Left,2.0,1.0,GK,2017,2021-01-01,185.42,78.08800000000001,31100.0
277,200610,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,22000.0,76.0,Left,2.0,3.0,ST,2016,2021-01-01,177.79999999999998,84.898,39100.0
278,200454,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23500.0,59.0,Right,2.0,3.0,ST,2018,2023-01-01,175.26,72.186,41700.0
279,199715,Vitolo,28,Spain,81,81,Atlético Madrid,18000.0,65.0,Right,2.0,3.0,LM,2017,2022-01-01,185.42,78.99600000000001,36900.0
280,199042,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,17000.0,76.0,Right,2.0,3.0,LDM,2015,2020-01-01,170.18,69.916,28900.0
281,196889,S. Verdi,25,Italy,81,81,Napoli,19500.0,77.0,Left,2.0,4.0,RW,2018,2023-01-01,170.18,60.836,33200.0
282,193532,G. Medel,30,Chile,81,81,Beşiktaş JK,13000.0,56.0,Right,3.0,3.0,RCB,2017,2020-01-01,170.18,64.922,24700.0
283,193165,J. Corona,25,Mexico,81,83,FC Porto,21500.0,18.0,Right,3.0,5.0,RM,2015,2020-01-01,172.72,62.198,44600.0
284,193105,A. Areola,25,France,81,85,Paris Saint-Germain,16500.0,61.0,Right,2.0,1.0,GK,2010,2019-01-01,195.58,93.97800000000001,31800.0
285,192641,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,17500.0,42.0,Right,2.0,2.0,CB,2016,2022-01-01,193.04,84.898,31100.0
286,191740,Ander Herrera,28,Spain,81,81,Manchester United,17500.0,140.0,Right,3.0,3.0,CM,2014,2019-01-01,182.88,69.916,32400.0
287,190972,E. Salvio,27,Argentina,81,81,SL Benfica,18500.0,19.0,Right,2.0,4.0,RW,2012,2019-01-01,172.72,77.18,37000.0
288,190813,S. El Shaarawy,25,Italy,81,82,Roma,21000.0,77.0,Right,3.0,5.0,LM,2016,2020-01-01,177.79999999999998,72.186,37300.0
289,189881,C. Smalling,28,England,81,82,Manchester United,16000.0,130.0,Right,3.0,2.0,RCB,2010,2019-01-01,193.04,81.266,30800.0
290,189362,Hulk,31,Brazil,81,81,Shanghai SIPG FC,15500.0,25.0,Left,4.0,4.0,RCM,2017,2020-01-01,180.34,84.898,34100.0
291,189358,S. Kagawa,29,Japan,81,81,Borussia Dortmund,17500.0,65.0,Right,3.0,4.0,CAM,2014,2020-01-01,175.26,68.10000000000001,29800.0
292,188988,M. Lanzini,25,Argentina,81,85,West Ham United,23000.0,90.0,Right,2.0,4.0,CAM,2016,2020-01-01,167.64000000000001,59.02,45400.0
293,187072,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,18000.0,43.0,Right,2.0,4.0,CF,2015,2021-01-01,180.34,79.904,30600.0
294,185239,O. Toprak,28,Turkey,81,82,Borussia Dortmund,16000.0,59.0,Right,3.0,2.0,CB,2017,2021-01-01,185.42,83.08200000000001,28400.0
295,183900,D. Perotti,29,Argentina,81,81,Roma,17500.0,84.0,Right,3.0,4.0,LW,2016,2021-01-01,177.79999999999998,69.916,29800.0
296,179784,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,13000.0,1.0,Right,3.0,2.0,RCB,2018,2022-01-01,187.96,77.18,27300.0
297,179645,S. Kjær,29,Denmark,81,81,Sevilla FC,14000.0,23.0,Right,3.0,2.0,RCB,2017,2021-01-01,187.96,83.99000000000001,29400.0
298,177458,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,14000.0,69.0,Right,2.0,2.0,LCB,2017,2021-01-01,185.42,79.904,23800.0
299,177326,M. Valbuena,33,France,81,81,Fenerbahçe SK,11000.0,86.0,Right,3.0,3.0,LM,2017,2019-01-01,167.64000000000001,63.106,20900.0
300,175379,Pedro León,31,Spain,81,81,SD Eibar,15500.0,32.0,Right,2.0,4.0,RM,2016,2020-01-01,182.88,73.09400000000001,32600.0
301,173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,7000.0,57.0,Right,3.0,2.0,RB,2010,2020-01-01,182.88,78.99600000000001,11900.0
302,173221,A. Candreva,31,Italy,81,81,Inter,15500.0,74.0,Right,3.0,4.0,RM,2016,2021-01-01,180.34,69.916,26400.0
303,172522,D. Wass,29,Denmark,81,81,Valencia CF,17000.0,46.0,Right,2.0,4.0,RB,2018,2022-01-01,180.34,74.002,35700.0
304,170368,E. Lamela,26,Argentina,81,82,Tottenham Hotspur,21000.0,105.0,Left,2.0,4.0,RM,2013,2022-01-01,182.88,79.904,40400.0
305,169595,D. Rose,27,England,81,81,Tottenham Hotspur,14500.0,92.0,Left,3.0,3.0,LB,2007,2021-01-01,175.26,76.272,26800.0
306,169416,C. Vela,29,Mexico,81,81,Los Angeles FC,17500.0,15.0,Left,3.0,4.0,RW,2018,2022-01-01,177.79999999999998,77.18,26300.0
307,169195,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,16500.0,28.0,Right,2.0,3.0,LCM,2016,2021-01-01,185.42,86.26,36300.0
308,164835,L. Fabiański,33,Poland,81,81,West Ham United,9000.0,70.0,Right,2.0,1.0,GK,2018,2021-01-01,190.5,83.08200000000001,17100.0
309,162347,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,15000.0,85.0,Right,3.0,3.0,RCM,2018,2020-01-01,170.18,60.836,28500.0
310,161956,Borja Valero,33,Spain,81,81,Inter,11000.0,74.0,Right,3.0,4.0,CAM,2017,2020-01-01,175.26,73.09400000000001,18700.0
311,159261,F. Quagliarella,35,Italy,81,81,Sampdoria,8000.0,39.0,Right,2.0,4.0,RS,2016,2019-01-01,180.34,78.99600000000001,13600.0
312,159145,B. Gomis,32,France,81,81,Al Hilal,14000.0,56.0,Right,3.0,4.0,ST,2018,2020-01-01,182.88,77.18,23800.0
313,157960,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,14000.0,1.0,Right,2.0,4.0,LM,2014,2019-01-01,175.26,74.91,29400.0
314,156519,H. Herrera,28,Mexico,81,81,FC Porto,17500.0,20.0,Right,3.0,3.0,CM,2013,2019-01-01,182.88,72.186,35000.0
315,144622,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,11000.0,41.0,Right,2.0,4.0,CF,2013,2019-01-01,175.26,69.008,18700.0
316,139068,Nani,31,Portugal,81,81,Sporting CP,15500.0,19.0,Right,3.0,5.0,LM,2018,2020-01-01,177.79999999999998,68.10000000000001,31000.0
317,138412,J. Milner,32,England,81,81,Liverpool,13500.0,120.0,Right,2.0,3.0,CM,2015,2020-01-01,175.26,69.916,25700.0
318,112316,J. Mathieu,34,France,81,81,Sporting CP,5500.0,18.0,Left,3.0,2.0,LCB,2017,2019-01-01,187.96,83.99000000000001,11000.0
319,45186,Joaquín,36,Spain,81,81,Real Betis,6000.0,24.0,Right,2.0,4.0,LS,2015,2020-01-01,177.79999999999998,74.91,12600.0
320,235790,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,22000.0,32.0,Left,1.0,4.0,CAM,2016,2022-01-01,187.96,83.08200000000001,41800.0
321,235569,T. Ndombele,21,France,80,89,Olympique Lyonnais,22500.0,51.0,Right,1.0,4.0,CM,2018,2023-01-01,180.34,76.272,47300.0
322,234906,H. Aouar,20,France,80,90,Olympique Lyonnais,23500.0,51.0,Right,1.0,4.0,LM,2016,2023-01-01,175.26,69.916,49400.0
323,234153,Carlos Soler,21,Spain,80,87,Valencia CF,21000.0,31.0,Right,1.0,4.0,RM,2015,2021-01-01,180.34,76.272,48300.0
324,234035,Odriozola,22,Spain,80,88,Real Madrid,18500.0,115.0,Right,1.0,3.0,RB,2018,2024-01-01,175.26,66.284,41600.0
325,230347,Welington Dano,30,Brazil,80,80,Cruzeiro,10500.0,34.0,Left,1.0,4.0,LB,2018,2021-01-01,177.79999999999998,69.008,20000.0
326,230234,Everton Andrão,34,Brazil,80,80,Fluminense,4500.0,34.0,Right,1.0,2.0,CDM,2018,2021-01-01,177.79999999999998,74.91,8500.0
327,230142,Oyarzabal,21,Spain,80,87,Real Sociedad,21000.0,29.0,Left,1.0,3.0,CAM,2014,2024-01-01,180.34,78.08800000000001,48300.0
328,226851,B. Pavard,22,France,80,86,VfB Stuttgart,17500.0,33.0,Right,1.0,3.0,RB,2016,2021-01-01,185.42,76.272,33300.0
329,226226,G. Lo Celso,22,Argentina,80,86,Real Betis,20000.0,72.0,Left,1.0,3.0,RCM,2016,2019-06-30,175.26,69.916,4585.06080634501
330,224334,M. Acuña,26,Argentina,80,80,Sporting CP,12500.0,16.0,Left,2.0,4.0,LB,2017,2023-01-01,172.72,69.008,25000.0
331,224293,Rúben Neves,21,Portugal,80,87,Wolverhampton Wanderers,20500.0,59.0,Right,2.0,3.0,LCM,2017,2023-01-01,180.34,79.904,43100.0
332,221540,Raúl,28,Brazil,80,80,SC Braga,12000.0,19.0,Left,1.0,2.0,CB,2017,2022-01-01,187.96,81.266,24000.0
333,220477,M. Caldara,24,Italy,80,86,Milan,17500.0,73.0,Right,2.0,2.0,CB,2018,2023-01-01,187.96,79.904,33300.0
334,219809,T. Bakayoko,23,France,80,85,Milan,17000.0,85.0,Right,2.0,3.0,LCM,2016,2019-06-30,187.96,84.898,4585.06080634501
335,218339,M. Dahoud,22,Germany,80,86,Borussia Dortmund,20000.0,50.0,Right,2.0,4.0,CM,2017,2022-01-01,177.79999999999998,68.10000000000001,38000.0
336,216547,Rafa,25,Portugal,80,83,SL Benfica,18500.0,17.0,Right,2.0,4.0,RW,2016,2021-01-01,172.72,66.284,38400.0
337,215316,G. Rulli,26,Argentina,80,85,Real Sociedad,14000.0,26.0,Right,3.0,1.0,GK,2017,2022-01-01,187.96,83.99000000000001,30500.0
338,214584,F. Armani,31,Argentina,80,80,River Plate,9000.0,22.0,Right,1.0,1.0,GK,2018,2022-01-01,187.96,88.07600000000001,12600.0
339,212692,Rony Lopes,22,Portugal,80,85,AS Monaco,20000.0,65.0,Left,2.0,4.0,RM,2015,2022-01-01,175.26,68.10000000000001,39500.0
340,212623,Santi Mina,22,Spain,80,85,Valencia CF,20000.0,40.0,Right,1.0,3.0,LS,2015,2021-01-01,180.34,77.18,43500.0
341,211748,K. Demirbay,24,Germany,80,84,TSG 1899 Hoffenheim,19500.0,37.0,Left,2.0,4.0,RCM,2016,2022-01-01,182.88,72.186,34600.0
342,211688,Gayà,23,Spain,80,85,Valencia CF,16500.0,33.0,Left,2.0,3.0,LB,2012,2023-01-01,172.72,66.284,35900.0
343,211575,André Gomes,24,Portugal,80,85,Everton,19500.0,130.0,Right,3.0,4.0,LDM,2016,2019-06-30,187.96,83.99000000000001,4585.06080634501
344,211256,N. Tagliafico,25,Argentina,80,82,Ajax,15000.0,20.0,Left,2.0,3.0,LB,2018,2022-01-01,170.18,64.922,22100.0
345,210896,M. Sanson,23,France,80,85,Olympique de Marseille,19500.0,47.0,Right,2.0,4.0,RDM,2017,2021-01-01,180.34,73.09400000000001,38500.0
346,209960,Pacheco,26,Spain,80,83,Deportivo Alavés,13000.0,23.0,Left,1.0,1.0,GK,2015,2020-01-01,185.42,81.266,28300.0
347,208333,E. Can,24,Germany,80,85,Juventus,19500.0,91.0,Right,2.0,3.0,CM,2018,2022-01-01,182.88,82.174,33600.0
348,208128,H. Çalhanoğlu,24,Turkey,80,84,Milan,19500.0,89.0,Right,3.0,4.0,CAM,2017,2021-01-01,177.79999999999998,76.272,34600.0
349,207862,M. Ginter,24,Germany,80,82,Borussia Mönchengladbach,15500.0,28.0,Right,2.0,2.0,RWB,2017,2021-01-01,187.96,83.08200000000001,27500.0
350,207599,M. Keane,25,England,80,83,Everton,15500.0,88.0,Right,2.0,2.0,RCB,2017,2022-01-01,190.5,82.174,30600.0
351,205988,L. Shaw,22,England,80,85,Manchester United,16500.0,96.0,Left,2.0,3.0,LB,2014,2023-01-01,180.34,74.91,31800.0
352,205693,S. Haller,24,France,80,83,Eintracht Frankfurt,19000.0,41.0,Right,1.0,3.0,RS,2017,2021-01-01,190.5,91.254,33700.0
353,205525,Bernard,25,Brazil,80,81,Everton,17500.0,97.0,Right,2.0,4.0,LM,2018,2022-01-01,165.10000000000002,59.928000000000004,34600.0
354,205114,T. Inui,30,Japan,80,80,Real Betis,14000.0,30.0,Right,1.0,4.0,LM,2018,2021-01-01,170.18,63.106,29400.0
